Job ID,Job Title,Company Name,Job Tags,Location,Job Type,Date Posted,Job URL,Category,Scraped Date
1128996,Senior Software Engineer,Acquia,"software, system, frontend, back-end, technical, code, analyst, php, angular, api, leader, senior, engineer, engineering, backend",Pune or Delhi/NCR,Full-time,2025-11-19T16:00:35+00:00,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-acquia-1128996,remote-backend-jobs,2026-01-03 11:46:38
1128986,Senior Software Engineer Client Engagement,Grow Therapy,"software, frontend, full-stack, support, api, mobile, senior, health, healthcare, engineer, engineering, backend","New York City, Seattle, San Francisco",Full-time,2025-11-19T00:00:34+00:00,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-client-engagement-grow-therapy-1128986,remote-backend-jobs,2026-01-03 11:46:38
1128980,Full Stack Engineer Developer Portal,Helius,"developer, design, web3, react, system, frontend, security, full-stack, technical, support, code, web, devops, api, lead, senior, engineer, backend, digital nomad",,Full-time,2025-11-18T16:00:39+00:00,https://remoteOK.com/remote-jobs/remote-full-stack-engineer-developer-portal-helius-1128980,remote-backend-jobs,2026-01-03 11:46:38
1128972,Data Engineer Revenue Platform,Spotify,"design, system, python, music, technical, support, code, financial, finance, cloud, scala, operations, operational, engineer, engineering, recruitment, backend, digital nomad",London,Full-time,2025-11-17T20:00:01+00:00,https://remoteOK.com/remote-jobs/remote-data-engineer-revenue-platform-spotify-1128972,remote-backend-jobs,2026-01-03 11:46:38
1128967,Software Engineer II Golang,Stacklok,"software, system, frontend, management, golang, engineer, backend",Remote: Europe,Full-time,2025-11-17T12:00:12+00:00,https://remoteOK.com/remote-jobs/remote-software-engineer-ii-golang-stacklok-1128967,remote-backend-jobs,2026-01-03 11:46:38
1128966,Backend Go Engineer Build The Next Generation Of Global Saas & Marketplace Commerce,CYZA,"golang, saas, go, engineer, backend, e-commerce",,Full-time,2025-11-17T12:00:01+00:00,https://remoteOK.com/remote-jobs/remote-backend-go-engineer-build-the-next-generation-of-global-saas-marketplace-commerce-cyza-1128966,remote-backend-jobs,2026-01-03 11:46:38
1128964,Software Engineering Team Lead,bloXroute Labs,"software, ethereum, support, testing, code, lead, go, engineering, backend",Remote,Full-time,2025-11-17T09:00:02+00:00,https://remoteOK.com/remote-jobs/remote-software-engineering-team-lead-bloxroute-labs-1128964,remote-backend-jobs,2026-01-03 11:46:38
1128963,Intern Software Development,Netomi,"software, design, technical, code, web, java, management, backend, digital nomad",Remote - India,Full-time,2025-11-16T13:00:01+00:00,https://remoteOK.com/remote-jobs/remote-intern-software-development-netomi-1128963,remote-backend-jobs,2026-01-03 11:46:38
1128948,Full Stack Software Engineer,CompassX Group,"software, design, react, frontend, full-stack, architect, technical, support, growth, code, lead, junior, engineer, backend, digital nomad",Remote  - CST Timezone,Full-time,2025-11-14T08:00:02+00:00,https://remoteOK.com/remote-jobs/remote-full-stack-software-engineer-compassx-group-1128948,remote-backend-jobs,2026-01-03 11:46:38
1128921,Unity Senior Engineer,Limit Break,"unity, c#, 3d, game, gaming, mobile, content, senior, junior, go, engineer, backend, executive",India,Full-time,2025-11-11T09:00:01+00:00,https://remoteOK.com/remote-jobs/remote-unity-senior-engineer-limit-break-1128921,remote-backend-jobs,2026-01-03 11:46:38
1128904,Principal Backend Engineer,Medium,"engineer, backend",Remote - US,Full-time,2025-11-09T10:00:07+00:00,https://remoteOK.com/remote-jobs/remote-principal-backend-engineer-medium-1128904,remote-backend-jobs,2026-01-03 11:46:38
1128889,Backend Engineer,Raya,"elasticsearch, engineer, engineering, backend",Los Angeles or Remote,Full-time,2025-11-07T00:00:38+00:00,https://remoteOK.com/remote-jobs/remote-backend-engineer-raya-1128889,remote-backend-jobs,2026-01-03 11:46:38
1128877,Fullstack Software Engineer,ARB Interactive,"software, design, react, front-end, frontend, security, game, gaming, code, web, qa, banking, serverless, cloud, lead, recruiting, engineer, engineering, recruitment, backend, fullstack, digital nomad",Miami,Full-time,2025-11-06T00:01:17+00:00,https://remoteOK.com/remote-jobs/remote-fullstack-software-engineer-arb-interactive-1128877,remote-backend-jobs,2026-01-03 11:46:38
1128858,Mid level Full Stack Engineer HRPS PK,Smart Working Solutions,"design, hr, system, front-end, back-end, full-stack, technical, support, developer, software, testing, growth, ux, code, payroll, devops, reliability, engineer, engineering, backend, digital nomad",,Full-time,2025-11-05T16:00:26+00:00,https://remoteOK.com/remote-jobs/remote-mid-level-full-stack-engineer-hrps-pk-smart-working-solutions-1128858,remote-backend-jobs,2026-01-03 11:46:38
1128840,Frontend Tech Lead,AirDNA,"frontend, design, react, training, full-stack, technical, support, developer, software, financial, education, investment, api, leader, management, lead, junior, engineer, engineering, backend, digital nomad",Remote,Full-time,2025-11-05T00:06:16+00:00,https://remoteOK.com/remote-jobs/remote-frontend-tech-lead-airdna-1128840,remote-backend-jobs,2026-01-03 11:46:38
1128824,EU GO Senior Software Engineer,Connectly,"software, system, frontend, python, technical, code, cloud, api, strategy, senior, operational, excel, go, engineer, engineering, backend",Remote/Greece,Full-time,2025-11-05T00:02:51+00:00,https://remoteOK.com/remote-jobs/remote-eu-go-senior-software-engineer-connectly-1128824,remote-backend-jobs,2026-01-03 11:46:38
1128807,Senior Golang Backend Engineer,Salesforge,"golang, software, senior, sales, golang, engineer, backend",,Full-time,2025-11-04T15:00:01+00:00,https://remoteOK.com/remote-jobs/remote-senior-golang-backend-engineer-salesforge-1128807,remote-backend-jobs,2026-01-03 11:46:38
1128803,Software Engineer,Mainstay Labs Inc.,"software, react, system, frontend, python, full-stack, technical, support, growth, typescript, engineer, engineering, recruitment, backend",,Full-time,2025-11-04T08:00:10+00:00,https://remoteOK.com/remote-jobs/remote-software-engineer-mainstay-labs-inc-1128803,remote-backend-jobs,2026-01-03 11:46:38
1128797,Senior Full Stack Developer .Net and Angular,Ubiminds,"developer, design, amazon, hr, system, front-end, frontend, technical, recruiter, support, software, testing, growth, code, web, qa, typescript, angular, senior, reliability, engineer, engineering, recruitment, backend, full-time, digital nomad",Latin America,Full-time,2025-11-04T00:04:20+00:00,https://remoteOK.com/remote-jobs/remote-senior-full-stack-developer-net-and-angular-ubiminds-1128797,remote-backend-jobs,2026-01-03 11:46:38
1128764,Senior Golang Developer,Group IB,"golang, developer, senior, golang, engineering, backend, digital nomad",,Full-time,2025-11-02T15:00:02+00:00,https://remoteOK.com/remote-jobs/remote-senior-golang-developer-group-ib-1128764,remote-backend-jobs,2026-01-03 11:46:38
1128716,Senior Software Engineer Node.js,3Pillar,"software, design, system, frontend, architect, docker, technical, growth, code, serverless, node.js, api, senior, junior, health, engineer, engineering, backend, digital nomad",Romania,Full-time,2025-10-31T00:06:34+00:00,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-node-js-3pillar-1128716,remote-backend-jobs,2026-01-03 11:46:38
1128708,Frontend Software Engineer Digital Health,Oowlish Technology,"frontend, software, design, system, testing, growth, ui, code, web, qa, git, angular, mobile, health, healthcare, engineer, engineering, backend, digital nomad",,Full-time,2025-10-31T00:04:12+00:00,https://remoteOK.com/remote-jobs/remote-frontend-software-engineer-digital-health-oowlish-technology-1128708,remote-backend-jobs,2026-01-03 11:46:38
1128700,Senior Software Engineer Full Stack,Cake,"software, front-end, technical, code, senior, reliability, go, engineer, engineering, backend",Remote,Full-time,2025-10-31T00:02:05+00:00,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-full-stack-cake-1128700,remote-backend-jobs,2026-01-03 11:46:38
1128632,Senior Application Security Engineer,Uniswap Labs,"security, design, defi, crypto, python, developer, testing, code, cloud, lead, senior, engineer, engineering, backend, digital nomad",New York,Full-time,2025-10-29T10:00:15+00:00,https://remoteOK.com/remote-jobs/remote-senior-application-security-engineer-uniswap-labs-1128632,remote-backend-jobs,2026-01-03 11:46:38
1128630,Backend Engineer,Convox,"golang, engineer, backend",,Full-time,2025-10-28T23:00:02+00:00,https://remoteOK.com/remote-jobs/remote-backend-engineer-convox-1128630,remote-backend-jobs,2026-01-03 11:46:38
1128580,Backend Engineer Specialist,Invisible Agency,"cloud, engineer, backend",LATAM,Full-time,2025-10-24T00:04:39+00:00,https://remoteOK.com/remote-jobs/remote-backend-engineer-specialist-invisible-agency-1128580,remote-backend-jobs,2026-01-03 11:46:38
1128542,Senior Fullstack Engineer Payments Platform,Xero,"frontend, accounting, investment, senior, engineer, backend, fullstack",San Mateo,Full-time,2025-10-23T16:00:54+00:00,https://remoteOK.com/remote-jobs/remote-senior-fullstack-engineer-payments-platform-xero-1128542,remote-backend-jobs,2026-01-03 11:46:38
1128469,Software Engineer,"Skyward IT Solutions, LLC","software, design, back-end, security, students, docker, technical, support, testing, test, code, devops, api, go, engineer, backend, digital nomad","Rockville, MD",Full-time,2025-10-22T00:01:57+00:00,https://remoteOK.com/remote-jobs/remote-software-engineer-skyward-it-solutions-llc-1128469,remote-backend-jobs,2026-01-03 11:46:38
1128446,Staff Engineer,The Block,"crypto, cryptocurrency, frontend, full-stack, technical, code, web, voice, qa, devops, financial, laravel, content, analytics, legal, health, engineer, engineering, backend",Remote in Bulgaria,Full-time,2025-10-21T08:00:08+00:00,https://remoteOK.com/remote-jobs/remote-staff-engineer-the-block-1128446,remote-backend-jobs,2026-01-03 11:46:38
1128444,Software Engineer,Celonis,"software, saas, support, java, leader, reliability, engineer, engineering, backend",Bangalore,Full-time,2025-10-21T05:00:09+00:00,https://remoteOK.com/remote-jobs/remote-software-engineer-celonis-1128444,remote-backend-jobs,2026-01-03 11:46:38
1128438,Senior Full Stack Software Engineer Financial Reports Team,Houzz,"software, design, saas, technical, support, developer, test, ux, code, web, financial, management, lead, senior, marketing, engineer, backend, digital nomad",Nepal,Full-time,2025-10-21T00:02:51+00:00,https://remoteOK.com/remote-jobs/remote-senior-full-stack-software-engineer-financial-reports-team-houzz-1128438,remote-backend-jobs,2026-01-03 11:46:38
1128437,Technical Customer Success Manager,Photoroom,"manager, saas, frontend, consult, technical, support, growth, travel, api, strategy, management, lead, health, backend",New York,Full-time,2025-10-21T00:02:44+00:00,https://remoteOK.com/remote-jobs/remote-technical-customer-success-manager-photoroom-1128437,remote-backend-jobs,2026-01-03 11:46:38
1128424,Backend Developer,Forta,"developer, design, ethereum, software, testing, education, go, backend, digital nomad",Remote,Full-time,2025-10-20T20:00:15+00:00,https://remoteOK.com/remote-jobs/remote-backend-developer-forta-1128424,remote-backend-jobs,2026-01-03 11:46:38
1128397,Senior DevOps Engineer,Cyderes,"design, system, security, docker, technical, support, testing, code, scrum, devops, cloud, git, microsoft, management, lead, senior, engineer, engineering, backend, digital nomad",,Full-time,2025-10-18T00:03:54+00:00,https://remoteOK.com/remote-jobs/remote-senior-devops-engineer-cyderes-1128397,remote-backend-jobs,2026-01-03 11:46:38
1128391,Mid Level Senior Full Stack Engineer,RYZ Labs,"design, frontend, full-stack, technical, growth, code, investor, cloud, api, senior, analytics, health, engineer, engineering, backend, digital nomad",Argentina,Full-time,2025-10-18T00:02:30+00:00,https://remoteOK.com/remote-jobs/remote-mid-level-senior-full-stack-engineer-ryz-labs-1128391,remote-backend-jobs,2026-01-03 11:46:38
1128380,Senior Software Engineer,DexCare,"software, saas, amazon, system, docker, test, code, web, nosql, typescript, lead, senior, operational, health, healthcare, engineer, backend",Remote,Full-time,2025-10-18T00:00:20+00:00,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-dexcare-1128380,remote-backend-jobs,2026-01-03 11:46:38
1128340,Backend Engineer,Veda Tech Labs,"design, defi, system, python, technical, support, financial, cloud, api, health, engineer, engineering, backend, digital nomad",Remote,Full-time,2025-10-16T10:00:01+00:00,https://remoteOK.com/remote-jobs/remote-backend-engineer-veda-tech-labs-1128340,remote-backend-jobs,2026-01-03 11:46:38
1128333,Senior Backend Engineer Rust,Jobgether,"senior, engineer, backend",European Union,Full-time,2025-10-16T08:01:00+00:00,https://remoteOK.com/remote-jobs/remote-senior-backend-engineer-rust-jobgether-1128333,remote-backend-jobs,2026-01-03 11:46:38
1128296,Chain Protocol Engineer Moca Network,Animoca Brands Limited,"web3, defi, embedded, software, test, growth, code, voice, node, management, go, engineer, engineering, backend",,Full-time,2025-10-14T11:00:01+00:00,https://remoteOK.com/remote-jobs/remote-chain-protocol-engineer-moca-network-animoca-brands-limited-1128296,remote-backend-jobs,2026-01-03 11:46:38
1128258,Backend Developer,WIN Home Inspection,"developer, frontend, technical, software, testing, code, web, cloud, api, mobile, senior, engineer, backend, digital nomad",Greater Delhi Area,Full-time,2025-10-09T08:00:24+00:00,https://remoteOK.com/remote-jobs/remote-backend-developer-win-home-inspection-1128258,remote-backend-jobs,2026-01-03 11:46:38
1128238,Senior Software Engineer Backend,Camunda,"software, design, saas, react, system, frontend, support, testing, test, code, java, cloud, senior, operations, operational, analytics, reliability, health, engineer, engineering, backend, digital nomad",,Full-time,2025-10-08T00:00:10+00:00,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-backend-camunda-1128238,remote-backend-jobs,2026-01-03 11:46:38
1128228,Senior Backend Software Engineer,Atlassian,"golang, software, senior, engineer, backend",,Full-time,2025-10-06T22:00:01+00:00,https://remoteOK.com/remote-jobs/remote-senior-backend-software-engineer-atlassian-1128228,remote-backend-jobs,2026-01-03 11:46:38
1128223,Senior Backend Developer,Wintermute,"developer, design, defi, crypto, ux, web, financial, finance, cloud, leader, senior, backend, digital nomad",London / Remote,Full-time,2025-10-06T13:00:01+00:00,https://remoteOK.com/remote-jobs/remote-senior-backend-developer-wintermute-1128223,remote-backend-jobs,2026-01-03 11:46:38
1128204,SDE I Backend,Netomi,"design, saas, amazon, technical, software, code, web, java, management, engineer, backend, digital nomad",Remote - India,Full-time,2025-10-03T09:00:02+00:00,https://remoteOK.com/remote-jobs/remote-sde-i-backend-netomi-1128204,remote-backend-jobs,2026-01-03 11:46:38
1128194,Senior Application Engineer Python,Egen,"python, design, system, front-end, full-stack, technical, support, software, testing, code, cloud, nosql, management, senior, legal, health, engineer, engineering, backend, digital nomad",Remote,Full-time,2025-10-02T15:00:01+00:00,https://remoteOK.com/remote-jobs/remote-senior-application-engineer-python-egen-1128194,remote-backend-jobs,2026-01-03 11:46:38
1128190,Senior Product Manager,DataKind,"manager, students, technical, support, education, strategy, management, senior, analytics, engineering, educational, backend",Remote,Full-time,2025-10-01T19:00:18+00:00,https://remoteOK.com/remote-jobs/remote-senior-product-manager-datakind-1128190,remote-backend-jobs,2026-01-03 11:46:38
1128188,Software Engineer II,Wealth.com,"software, design, react, graphql, system, frontend, back-end, ui, code, web, devops, financial, cloud, management, junior, engineer, backend, digital nomad","Remote, United States",Full-time,2025-10-01T16:01:18+00:00,https://remoteOK.com/remote-jobs/remote-software-engineer-ii-wealth-com-1128188,remote-backend-jobs,2026-01-03 11:46:38
1128183,Senior Software Engineer Backend,Magic,"software, crypto, embedded, system, financial, senior, engineer, backend",Remote - United States,Full-time,2025-10-01T14:00:30+00:00,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-backend-magic-1128183,remote-backend-jobs,2026-01-03 11:46:38
1128180,Senior Software Development Engineer,Recharge,"software, react, front-end, back-end, growth, strategy, senior, engineer, backend, ecommerce",Remote,Full-time,2025-10-01T09:00:20+00:00,https://remoteOK.com/remote-jobs/remote-senior-software-development-engineer-recharge-1128180,remote-backend-jobs,2026-01-03 11:46:38
1128174,Senior Software Engineer Backend,Superhuman,"software, design, security, support, growth, code, senior, reliability, health, engineer, backend, digital nomad",,Full-time,2025-09-30T16:00:10+00:00,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-backend-superhuman-1128174,remote-backend-jobs,2026-01-03 11:46:38
1128161,Senior Fullstack Engineer,Clair,"embedded, system, frontend, security, architect, technical, support, developer, code, payroll, javascript, financial, finance, fintech, banking, bank, cloud, senior, reliability, engineer, engineering, backend, fullstack, digital nomad",Remote,Full-time,2025-09-30T00:01:10+00:00,https://remoteOK.com/remote-jobs/remote-senior-fullstack-engineer-clair-1128161,remote-backend-jobs,2026-01-03 11:46:38
1128160,Software Engineer Product,GC AI,"software, react, frontend, full-stack, technical, test, growth, ux, code, web, voice, devops, cloud, api, strategy, lead, legal, reliability, engineer, engineering, backend",,Full-time,2025-09-30T00:00:43+00:00,https://remoteOK.com/remote-jobs/remote-software-engineer-product-gc-ai-1128160,remote-backend-jobs,2026-01-03 11:46:38
1128147,Staff Backend Engineer Product,OnePay,"design, embedded, technical, developer, software, manager, financial, fintech, mobile, leader, lead, senior, health, engineer, engineering, backend, digital nomad",,Full-time,2025-09-27T16:00:17+00:00,https://remoteOK.com/remote-jobs/remote-staff-backend-engineer-product-onepay-1128147,remote-backend-jobs,2026-01-03 11:46:38
1128141,Senior Data Engineer,Blockworks,"design, crypto, architect, technical, software, growth, devops, postgresql, lead, senior, operational, go, engineer, engineering, backend, digital nomad",,Full-time,2025-09-27T00:00:11+00:00,https://remoteOK.com/remote-jobs/remote-senior-data-engineer-blockworks-1128141,remote-backend-jobs,2026-01-03 11:46:38
1128120,Software Engineer Risk,OnePay,"software, design, embedded, support, manager, financial, fintech, cloud, mobile, operational, reliability, health, engineer, backend, digital nomad",,Full-time,2025-09-24T08:00:23+00:00,https://remoteOK.com/remote-jobs/remote-software-engineer-risk-onepay-1128120,remote-backend-jobs,2026-01-03 11:46:38
1097929,Engineering Lead,Aragon,"design, osx, web3, frontend, security, technical, support, code, scrum, git, lead, operational, reliability, health, engineering, backend, digital nomad",Remote,Full-time,2025-08-28T12:00:03+00:00,https://remoteOK.com/remote-jobs/remote-engineering-lead-aragon-1097929,remote-backend-jobs,2026-01-03 11:46:38
1095415,Software Engineer Gauntlet App,Gauntlet,"software, design, defi, solidity, system, front-end, python, full-stack, technical, ui, code, financial, typescript, reliability, engineer, backend, digital nomad",New York City / San Francisco / Los Angeles / Remote,Full-time,2025-08-26T13:00:04+00:00,https://remoteOK.com/remote-jobs/remote-software-engineer-gauntlet-app-gauntlet-1095415,remote-backend-jobs,2026-01-03 11:46:38
1093906,Wattpad Senior Engineer,WEBTOON Entertainment Inc. (Wattpad &amp; WEBTOON Family of Brands),"redis, system, security, technical, support, software, testing, happiness, code, cloud, php, mysql, senior, reliability, go, health, engineer, engineering, backend","Toronto, Ontario",Full-time,2025-08-22T00:00:24+00:00,https://remoteOK.com/remote-jobs/remote-wattpad-senior-engineer-webtoon-entertainment-inc-wattpad-amp-webtoon-family-of-brands-1093906,remote-backend-jobs,2026-01-03 11:46:38
